產品碼,產品名稱,選項,預期,已計算
1741,"hqsp00741----韓國Spider吸附式男用自慰杯 (黑色震動款)----1741",,3.0000,
1742,"neo----欲望都市之尼奧 螺旋多速 反搖擺 防水 女用自慰----1742",,3.0000,
1743,"shelley----欲望都市之Shelley-雪萊 搖擺滾珠震動棒 成人女用自慰----1743",,3.0000,
1744,"feya----欲望都市之菲婭 螺旋多速 正反搖擺 防水 伸縮轉珠----1744",,3.0000,
1745,acor----欲望都市之雅歌螺旋多速正反搖防水燈光轉珠女性自慰器具----1745,,3.0000,
1746,"liza----欲望都市之Liza-麗莎女用自慰器具 高潮 潮吹 轉珠棒 按摩棒----1746",,3.0000,
1747,"jia----欲望都市之寶嘉 變頻強力滾珠 特有分體式設計 女性自慰器----1747",,3.0000,
1748,"romantic----欲望都市之Roman羅曼 分體設計多種組合模式獲取愉悅快感----1748",,3.0000,
1749,"beck----欲望都市系列之Beck-貝克 無段式變速 女用自慰按摩棒----1749",,3.0000,
175,VB0248----G点螺旋狼牙棒-白色----175,,3.0000,
1750,"ECS0006----小妖女按摩棒 (白色)----1750",,3.0000,
1751,dm0013----袖珍按摩棒（粉色）----1751,,3.0000,
1752,dm0014----袖珍按摩棒（紫白色）----1752,,3.0000,
1753,dm0015----袖珍按摩棒（紫藍色）----1753,,3.0000,
1754,"cd0214----日本岡本 Heart and heart 安全套 144個裝 [大碼]----1754",,3.0000,
1755,19819----日本Jex耐力之甲胄延時安全套8片裝----1755,,3.0000,
1756,"560081----日本DNA - 貴男生活 -魚占川 究極爆漿真實構造男用自慰器----1756",,3.0000,
1757,"150861----日本不二奢華耀金安全套 12 片裝----1757",,3.0000,
1758,"194155----日本TH ＊名器 其の壱 5kg 超重量級雙穴大型自慰器----1758",,3.0000,
1759,"cd0213----日本岡本 Heart and heart 安全套 144個裝----1759",,3.0000,
176,VB0247----G点螺旋狼牙棒-蓝色----176,,3.0000,
1760,"19826----日本Jex薄荷之甲胄安全套 12 片裝----1760",,3.0000,
1761,"710345----日本岡本LOVE DOME PANTHER 安全套十二片裝----1761",,3.0000,
1762,"19857----日本 JEX迷人蝴蜨 凸點型安全套 4 片裝----1762",,3.0000,
1763,"19864----日本 Jex 迷人蝴蝶 冰涼型 避孕套 6片裝 限量版----1763",,3.0000,
1764,"106165----日本不二MICHIKO LONDON KOSHINO 1000 安全套十二片裝----1764",,3.0000,
1765,"scd1386----日本不二。Michiko London 紅藻結晶 12 片裝----1765",,3.0000,
1766,"do3----日本DOKIDOKI 動漫名器 絲帶女孩少女口交名器口交飛機杯幼女自慰器----1766",,3.0000,
1767,"BE1108030----浪漫童話 超柔蕾絲花邊吊帶睡衣（粉）----1767",,3.0000,
1768,"B2766106----情愛和鳴 蕾絲性感睡衣兩件式-黑----1768",,3.0000,
1769,"B3199954----雙色甜心 蕾絲網紗甜美睡衣兩件組-藍紫----1769",,3.0000,
177,VB0246----G点螺旋狼牙棒-粉色----177,,3.0000,
1770,"D3193295----淘氣戀人 點點柔紗小褲三件組-黑、白、紅----1770",,3.0000,
1771,"BE1108021M----白雪公主 深V性感網紗蕾絲睡衣（白）-M----1771",,3.0000,
1772,"BE1108020----冰雪戀人 深V美背蕾絲柔緞睡衣（白）----1772",,3.0000,
1773,"BE1108015L----滿滿愛 可愛吊帶蕾絲柔緞睡衣（桃紅）- L----1773",,3.0000,
1774,"BE1203003----柔情蜜語 V領綁脖美背連身式性感睡衣（黑）----1774",,3.0000,
1775,"BE1109020M----柔情美姬 平口蕾絲柔緞吊帶性感睡衣-M----1775",,3.0000,
1776,"B3216088----甜心戀曲 蕾絲柔緞甜美睡衣兩件組-黑粉----1776",,3.0000,
1777,"BE1109018----俏皮仙子 蕾絲蝴蝶結柔緞性感睡裙（黑）----1777",,3.0000,
1778,"BE1109008M----浪漫紫菱 蕾絲柔緞吊帶性感睡衣（神秘紫）-M----1778",,3.0000,
1779,"BE1203002----嫵媚女神 蕾絲柔鍛性感睡衣兩件組（黑）----1779",,3.0000,
178,VB0241----金手指按摩棒-蓝色----178,,3.0000,
1780,"BE1204002M----典雅百合 高貴蕾絲柔緞拼接睡衣（白色）-M----1780",,3.0000,
1781,"B3287984----糖心禮物 蕾絲網紗性感睡衣兩件組-黑----1781",,3.0000,
1782,"B3287977----勾魂媚色 單件式蕾絲連身性感睡衣-紫----1782",,3.0000,
1783,"B2843905----淑女調情 豹紋網紗睡衣二件組-豹紋----1783",,3.0000,
1784,"B3000286----萌女遐思 網紗點點性感睡衣兩件式-黑----1784",,3.0000,
1785,"B3247792----柔戀蕩漾 單件式蕾絲柔緞性感睡衣-紫----1785",,3.0000,
1786,"211743----蕭疏清竹女用水晶按摩棒 日本進口----1786",,3.0000,
1787,"B2766218----夜艷尤物 蕾絲性感連身裙兩件組-黑----1787",,3.0000,
1788,"B2510996----艷色蜜情 單件式性感襯裙睡衣-紫----1788",,3.0000,
1789,"BE1109026L----甜蜜誘惑 可愛蕾絲平口吊帶居家睡衣（粉）- L----1789",,3.0000,
179,VB0244----金手指按摩棒-紫色----179,,3.0000,
1790,"F0430107-6----炫色迷姿 彩色天鵝絨踩腳褲-灰色----1790",,3.0000,
1791,"F0430106-3----左岸格調 復古格子襪－黑底橘灰格----1791",,3.0000,
1792,"wod0009----日本Wildone矛盾大對決第二代 AV奶瓶按摩棒 麻宮玲代言(粉色)----1792",,3.0000,
1793,"F0430101-11----菱而不亂 30D格子提花連褲襪-愛抱抱----1793",,3.0000,
1794,"hottop07----日本HOT 箱中欲優-倉科紗央梨 3D立体名器----1794",,3.0000,
1795,"BE1202001M----甜蜜黑豹 可愛豹紋兩件式性感睡衣（白底豹紋）-M----1795",,3.0000,
1796,"BE1109013M----甜蜜派對 深V性感蕾絲吊帶睡衣（甜蜜粉）- M----1796",,3.0000,
1797,"BE1109026M----甜蜜誘惑 可愛蕾絲平口吊帶居家睡衣（粉）- M----1797",,3.0000,
1798,"B2533237----純情天使 單件式高腰細褶柔緞睡襯衣-珍珠白----1798",,3.0000,
1799,"BE1109003M----幸福滋味 平口性感緞帶吊帶睡衣（米白）- M----1799",,3.0000,
18,097-15----[加拿大BMS]情趣用品密码箱（小号紫色）----18,,3.0000,
180,VB0243----金手指按摩棒-金色----180,,3.0000,
1800,"B2922021----浪漫心動 柔紗蕾絲睡衣兩件組-粉----1800",,3.0000,
1801,"B2963213----潘多拉之盒 單件式繞頸連身情趣睡衣-黑----1801",,3.0000,
1802,"B2437526----熟女性感 透視深Ｖ性感睡衣兩件組-紫----1802",,3.0000,
1803,"B2294123----尊寵愛妃 單件式金紗亮片性感睡衣----1803",,3.0000,
1804,"B2497099----黑夜天使 單件式交叉緞帶美背睡衣-黑桃----1804",,3.0000,
1805,"VR27----NaLone 悅浪波動式轉珠棒----1805",,3.0000,
1806,"rscasperw----日本RENDS CASPER Wormy 可愛變形蟲 前後兩用 G點按摩棒----1806",,3.0000,
1807,"rt0913----日本NPG＊挟乳痴態 SM激震乳夾----1807",,3.0000,
1808,"scd1253----相模原創 0.02 大碼 (第二代) 58mm 12 片裝安全套----1808",,3.0000,
1809,rsshaker----日本RENDS自慰器專用清潔搖搖杯----1809,,3.0000,
181,VB0257----G点神枪手-兰色----181,,3.0000,
1810,"libid16----西班牙Li Bid 仿真震動陽具全防水設計 3號棒----1810",,3.0000,
1811,th13147----日本ToysHeart．MAX極上刺激凸點無限自慰器----1811,,3.0000,
1812,"th18036----日本ToysHeart ＊姬川愛里3D乳首騎乘位吹氣娃----1812",,3.0000,
1813,"th18033----日本ToysHeart ．純情少女天野 友里亜 3D等身充氣娃娃----1813",,3.0000,
1814,"B3118961----擁抱女人香 蕾絲網紗性感睡衣兩件組-黑----1814",,3.0000,
1815,"B3217707----嬌媚纏綿 網紗性感睡衣兩件式-黑----1815",,3.0000,
1816,"hotnew01----日本HOT欲優名器雙穴陰臀倒模自慰器- 北川瞳(贈送寫真DVD)----1816",,3.0000,
1817,"BE1204001----黑色雍容 寬蕾絲肩帶性感網紗睡衣（黑）----1817",,3.0000,
1818,"BE1204013----嫣紅艷影 性感美背包臀睡衣（紅）----1818",,3.0000,
1819,"BE1204004----皎若秋月 短袖時裝款網紗睡衣（白）----1819",,3.0000,
182,VB0256----G点神枪手-粉色----182,,3.0000,
1820,"BE1204011----溫文雅麗 甜美短袖網紗睡衣（粉色）----1820",,3.0000,
1821,"BE1204007----性感舞魅 性感透視蕾絲睡衣（黑）----1821",,3.0000,
1822,"BE1205003----冶麗豐姿 簡約蕾絲邊柔緞睡衣（白）----1822",,3.0000,
1823,"BE1204012----溫香艷玉 可愛褶邊兩件式網紗性感睡衣（紅）----1823",,3.0000,
1824,"BE1204003----仙姿玉色 典雅網紗柔緞睡衣（白色）----1824",,3.0000,
1825,"BE1204014----華麗貴人 性感中袖蕾絲柔緞睡衣（黑）----1825",,3.0000,
1826,"BE1204010----妖嬈魅惑 性感美背透視蕾絲睡衣（黑）----1826",,3.0000,
1827,"B3379872----甜蜜花漾 單件式蕾絲柔緞甜美睡衣-白----1827",,3.0000,
1828,"BE1109021M----甜蜜悸動 V領蕾絲花邊吊帶性感睡衣（粉橘)-M----1828",,3.0000,
1829,"B3336129----私藏曖昧 單件式極致性感連身睡衣-白----1829",,3.0000,
183,VB0267----贵女珍珠大人气-粉色[VB0267]----183,,3.0000,
1830,"B3319071----華麗探索 比基尼式性感睡衣三件式-黑紅----1830",,3.0000,
1831,"B3288103----天香戀曲 蕾絲網紗性感睡衣兩件組-紫----1831",,3.0000,
1832,"BE1203004----層層愛戀 蕾絲柔緞吊帶性感睡衣（桃紅）----1832",,3.0000,
1833,HC2100811----鑽石紋口銜情趣另類玩具女用sm口塞----1833,,3.0000,
1834,"hotbig1----日本HOT-激乳神器-北川曈 2穴大型激乳美尻-重達4KG----1834",,3.0000,
1835,hotbig2----日本HOT-極上淫尻-持田優里1:1真實比例-重達5KG----1835,,3.0000,
1836,hotbig3----日本HOT-神器降臨-今井花菜-極上二穴-重達5KG----1836,,3.0000,
1837,hotbig4----日本HOT-激乳神器-奧田咲-二穴大型美尻-重達4KG----1837,,3.0000,
1838,"ds0881-----凯斯芙 情趣用具消毒喷剂----1838",,3.0000,
1839,HC2100911----炫彩豪華SM系列-鐵鍊頸套(粉)----1839,,3.0000,
184,VB0266----贵女珍珠大人气-紫色[VB0266]----184,,3.0000,
1840,"SP0221----日本NPG 女之鳴 50路熟女 50歲熟女專用 微香即效溫感情趣提升膏10G----1840",,3.0000,
1841,pxp135cm----日本娃娃135CM高(可自由選配)----1841,,3.0000,
1842,HC3201321----延時雙環-梯形(紫色)----1842,,3.0000,
1843,"th18009----日本ToysHeart ＊ 我的女孩小桃momo 3D立體騎馬位M字腿三位一體充氣娃娃----1843",,3.0000,
1844,"th13068----日本TH＊SI-X 新肌感素材自慰器----1844",,3.0000,
1845,"th13232----日本ToysHeart SI-X Type F 深喉嚨緊縮夾吸自慰器----1845",,3.0000,
1846,th99138----日本toysheart．甜美女子高生の秘密の香味香水----1846,,3.0000,
1847,bear----日本岡本/加潤超柔呵護避孕套/可愛卡通松馳熊安全套鑰匙鏈----1847,,3.0000,
1848,"womanizer-purple----德國womanizer 深度吮吸式按摩器乳頭刺激陰蒂高潮女性自慰(紫豹紋)----1848",,3.0000,
1849,"heat----自慰杯 自慰器加溫棒  可重複使用----1849",,3.0000,
185,VB0265----贵女珍珠大人气-金色[VB0265]----185,,3.0000,
1850,"dic----情趣玩具 酒桌骰子 前戲骰子 二合一----1850",,3.0000,
1851,keycon----匙扣套套----1851,,3.0000,
1852,"rt0915----日本NPG＊WooHaa 5×6段變頻人體工學設計防水迷你跳蛋(粉)----1852",,3.0000,
1853,100cmk1----日本動漫真人比例娃娃1米高款一----1853,,3.0000,
1854,monkey----日本原裝不二Monkichi/避孕套單片體驗/馬騮仔安全套鑰匙鏈----1854,,3.0000,
1855,"playboy----日本 PLAYBOY避孕套掛件/花花公子安全套鑰匙鏈----1855",,3.0000,
1856,"FYA801----女王寶座 拉珠型強刺激後庭塞----1856",,3.0000,
1857,"LG106----男用真空助勃 增大增粗鍛鍊器(第二代)----1857",,3.0000,
1858,"mg1109----日本 MagicEyes MONSTER 合成獸 奇美拉 絕頂快感 濕潤名器----1858",,3.0000,
1859,"th13394----日本ToysHeart＊SI-X Type.G型號 男用自慰器----1859",,3.0000,
186,VB0264----贵女珍珠大人气-白色[VB0264]----186,,3.0000,
1860,"th13387----日本ToysHeart＊SI-X Type.S型號 男用自慰器----1860",,3.0000,
1861,th13247----日本ToysHeart＊內壓最適化口交波打感飛機杯----1861,,3.0000,
1862,th13230----日本ToysHeart＊內壓最適化無數凸點型飛機杯----1862,,3.0000,
1863,"th13278----日本ToysHeart＊神器01 北川愛莉香(北川エリカ) 女優名器倒模自慰器----1863",,3.0000,
1864,"th13264----日本ToysHeart＊17歲少女自慰器evo 第二代soft 【限定版】----1864",,3.0000,
1865,"th13308----日本ToysHeart．恋カノ（Love Girl) 熱戀少女高刺激膣腔自愛套----1865",,3.0000,
1866,"th13144----日本ToysHeart ＊內壓最適化快感刺激杯-SOFT----1866",,3.0000,
1867,"th13151----日本ToysHeart ＊內壓最適化快感刺激杯-NOMAL----1867",,3.0000,
1868,"th13370----日本 ToysHeart＊エロ姉(ERO ANE)男用自慰套----1868",,3.0000,
1869,th13090----日本ToysHeart＊17歲雙層構造自慰器-第三代再進化加強版----1869,,3.0000,
187,VB0263----贵女珍珠大人气-蓝色[VB0263]----187,,3.0000,
1870,stickcon----棒棒糖安全套----1870,,3.0000,
1871,"gum----口香糖糖果避孕套 手機掛繩----1871",,3.0000,
1872,"TOY-0101370----日本進口Piston Magic活塞魔術充氣自慰器----1872",,3.0000,
1873,"TOY-0104070----日本Wins＊GIRLS 由里美少女性愛抱枕----1873",,3.0000,
1874,"TOY-0109419----日本Wins- 成田老二陽具中段增粗套B----1874",,3.0000,
1875,"LT0601----佛裸蒙香水 佛羅蒙性欲香水 吸引異性增加好感----1875",,3.0000,
1876,"cd2009----杜蕾斯新款 杜蕾斯至尊超薄12只裝----1876",,3.0000,
1877,G4DBB17F731E45----購物金額打95折----1877,,3.0000,
1878,"oh0924----日本NPG 名器證明007莎拉Sarah 名器7男用自慰器----1878",,3.0000,
1879,"EX-2----美国高岛前列腺按摩器 经典手动型 男用G点刺激按摩棒----1879",,3.0000,
188,VB0048----新人气双段震动按摩棒（黑色）----188,,3.0000,
1880,pxp125cm----日本娃娃125CM高(可自由選配)----1880,,3.0000,
1881,"scd1203----岡本 薄度均一 0.02EX 3-色系 (日本版) 6 片裝----1881",,3.0000,
1882,"exex053----日本EXE＊SILKY White -蕾 自慰套----1882",,3.0000,
1883,"exex059----日本EXE Lapule 清純美少女 柚希葵 發泡新素材 快感吸夾自慰器----1883",,3.0000,
1884,"exex055----日本EXE＊卯水流 男用自慰器----1884",,3.0000,
1885,"dgmdd011----日本EXE＊D-HOLE 葵男用自慰器附贈DVD、潤滑液----1885",,3.0000,
1886,"king016----日本EXE宇佐美舞 的秘密 男用自慰器----1886",,3.0000,
1887,"exex051----日本EXE K罩杯乳神 Venus Hole 沖田杏梨 肉厚自慰器----1887",,3.0000,
1888,"exex054----日本EXE＊Natural Ecstasy 波多野結衣 男用自慰器----1888",,3.0000,
1889,"exex058----日本EXE＊川並舞夏 男用自慰器----1889",,3.0000,
189,VB0237----快活王子变频按摩棒----189,,3.0000,
1890,"dgmdd008----日本EXE．D-HOLE 原千草 超人氣AV女優自慰名器(贈DVD)----1890",,3.0000,
1891,"exex042----日本 EXE＊Perfect Love 秋吉自慰器----1891",,3.0000,
1892,"exex052----日本EXE-SMOOTH 織田真子自慰器----1892",,3.0000,
1893,"dgmdd007----日本 EXE＊D-HOLE 春原未自慰器----1893",,3.0000,
1894,"king014----日本EXE．赤井美月的秘密 AV女優極品美體自慰器----1894",,3.0000,
1895,"exex037----日本 EXE＊LAYERS 西川自慰器----1895",,3.0000,
1896,"exex038----日本 EXE＊LAYERS 夢乃自慰器----1896",,3.0000,
1897,"exex034----日本EXE．Smooth HIP 水谷心音 超人氣AV女優緊縮自慰名器----1897",,3.0000,
1898,"king013----日本EXE-147CM的秘密 蘿莉美少女 RINA 柔嫩吸夾自慰器----1898",,3.0000,
1899,dgmdd005----日本EXE．D-穴青山葵爆乳美女複雜自慰器----1899,,3.0000,
19,099-15----[加拿大BMS]情趣用品密码箱（中号黑色）----19,,3.0000,
190,VB0236----6段超力高潮按摩棒----190,,3.0000,
1900,"gpro020----日本EXE＊G PROJECT X PEPEE清爽爽免清潤滑液220ML----1900",,3.0000,
1901,"gpro021----日本EXE＊G PROJECT X PEPEE黏呼呼免洗潤滑液220ML----1901",,3.0000,
1902,"pppp048----日本EXE PXPXP強力電動鎖精環----1902",,3.0000,
1903,SK0519701----真空助勃器----1903,,3.0000,
1904,oh1367----日本NPG校園處女名器-愛須心亞----1904,,3.0000,
1905,"TMT874371----日本TamaToys＊女神の聖器 木村つな《女優真實倒膜名器》----1905",,3.0000,
1906,"TMT874364----日本TamaToys＊女神の聖器 春原未来《女優真實倒膜名器》----1906",,3.0000,
1907,"TMT874357----日本TamaToys＊女神の聖器 水菜麗《女優真實倒膜名器》----1907",,3.0000,
1908,"kmp05----日本KMP＊million 完全名器 #05 蕾----1908",,3.0000,
191,"40065 4----美国-JO女用防水润滑液 60ml----191",,3.0000,
1910,"OH1324----日本NPG＊夢生腰！極上生腰升級版 二穴設計 重達4.8kg----1910",,3.0000,
1911,OH0947----日本NPG-片桐ERIRIKA淫部完全再現自慰器----1911,,3.0000,
1912,OH0968----日本NPG小尻名器-AV女優琥珀詩----1912,,3.0000,
1913,OH1025----日本NPG＊熟女の星-翔田千里の陰部完全----1913,,3.0000,
1914,OH1026----日本NPG＊熟女之星風間由美陰部完全再現----1914,,3.0000,
1915,"ag----納米銀離子殺菌抗臭潤滑油日本A1原裝人體潤滑油劑液 水溶性----1915",,3.0000,
1916,"ia906----女用自慰器 迷你星鑽震震棒套裝 女用自慰器震動棒 情趣用品----1916",,3.0000,
1917,"ia908----夢巴黎 12頻防水靜音G點高潮震動棒挑逗棒----1917",,3.0000,
1918,"ia909----仙詩雅 矽膠G點震動棒 成人性用品----1918",,3.0000,
1919,"ia1129----Q版 響尾蛇跳蛋 粉色 情趣跳蛋 調情助興 震震跳蛋----1919",,3.0000,
192,VB0124----股间热浪女用震动按摩棒（黑）----192,,3.0000,
1920,"cd1033----岡本避孕套 岡本超潤滑激薄10片裝----1920",,3.0000,
1921,"ona----日本A-ONE 男女潤滑油按摩油----1921",,3.0000,
1922,big2----A杯式豐胸吸引器----1922,,3.0000,
1923,"wevibeplus----加拿大We-Vibe4 Plus全球首款APP遠端遙控夫妻共振器維依尊享版無線遙控----1923",,3.0000,
1924,"vb0771----日本NPG．Dream 9 Piston Vibe 伸縮式電動按摩自慰棒----1924",,3.0000,
1925,"nwmam----日本夜狼男用瑪卡外用軟膏-補腎 助勃 延時----1925",,3.0000,
1926,"utooeggw----超迷你無線遙控震蛋 (白)----1926",,3.0000,
1927,"140cmA----日本Angel Doll 真人比例娃娃140CM高 A款----1927",,3.0000,
1928,"mg1112----日本Magic Eyes-Cuchu sticky Pocchi G點震動按摩棒----1928",,3.0000,
1929,"rstriple----日本RENDS-R-1 Triple Bach Caps 巴赫跳蛋男女同樂配件----1929",,3.0000,
193,VB0123----股间热浪女用震动按摩棒（粉）----193,,3.0000,
1930,"rspredator----日本RENDS-R1 Predator Wand 前後兩用多功能震動捕食棒----1930",,3.0000,
1931,"rsrosemary----日本Rends Bath Slime Relaxation沐浴用潤滑-Rosemary迷迭香----1931",,3.0000,
1932,"rsyuzu----日本Rends Bath Slime Relaxation沐浴用潤滑-yuzu柚子香----1932",,3.0000,
1933,"rslavender----日本Rends Bath Slime Relaxation沐浴用潤滑-lavender薰衣草香----1933",,3.0000,
1934,"rswild----日本Rends Bath Slime Relaxation沐浴用潤滑-Wild Rose野玫瑰香----1934",,3.0000,
1935,"rsurine----日本RENDS 濃縮仿真尿液潤滑液60ml----1935",,3.0000,
1936,"rssper----日本 RENDS 濃縮仿真精液潤滑液 大量顏射100發的分量 200ml----1936",,3.0000,
1937,rslovely----日本Rends＊少女甘熱戀少女的口水潤滑劑120ml----1937,,3.0000,
1938,"rsultra----日本RENDS 冰炫風快感潤滑液 添加薄荷天然淺藍色澤120ml----1938",,3.0000,
1939,"rsspray----日本 RENDS 處女的體味汗臭氣味噴霧 30ml----1939",,3.0000,
194,VB0118----忠实男仆女用自慰器（粉）----194,,3.0000,
1940,"rsairm----日本原裝進口RENDS．Air Dildo 充氣式波紋按摩棒-M(紫)----1940",,3.0000,
1941,"rsairl----日本原裝進口RENDS．Air Dildo 充氣式波紋按摩棒-L(粉)----1941",,3.0000,
1942,"rsmomo----日本RENDS-MOMO桃太郎二代 溫柔按摩棒----1942",,3.0000,
1943,"rsarms----日本RENDS愛的武器Love Arms仿真人肌陽具----1943",,3.0000,
1944,"rskenta----日本Rends 腐女子指交器----1944",,3.0000,
1945,"rsbunny----日本RENDS粉嫩兔兔陰道訓練球Bunny 女性專用----1945",,3.0000,
1946,"rstongue----日本Rends 可愛舌型震動器 陰/乳按摩刺激器----1946",,3.0000,
1947,"rsmp----日本Rends 超強震蛋淺綠色----1947",,3.0000,
1948,"rsmpp----日本Rends超強震蛋- 粉紅色----1948",,3.0000,
1949,"rsdeep----日本RendsDeep Impact 新花芯名器----1949",,3.0000,
195,VB0117----忠实男仆女用自慰器（黑）----195,,3.0000,
1950,"rstakuya----日本 RENDS 拓也哥口交絕技 深喉嚨完全再現自慰套----1950",,3.0000,
1951,"rssisters----日本Rends Punito Sisters 姊妹雙穴 男用自慰器 重達4.3KG----1951",,3.0000,
1952,"rsona----日本Rends 自慰器專用清潔粉 30g----1952",,3.0000,
1953,"mg347----日本MagicEye窄まり地獄｜3段構造｜完全KO 自慰器【貫通設計】----1953",,3.0000,
1954,"mg383----日本Magic Eyes WABU自慰器----1954",,3.0000,
1955,mg384----日本MagicEye｜とある施設の美人看護師｜美人看護師無次元構造夾吸自慰----1955,,3.0000,
1956,"mg385----日本MagicEye｜欲求不満な若妻のおねだり 自慰器----1956",,3.0000,
1957,"mg388----日本Magic Eyes 未熟少女悟りSatori自慰器----1957",,3.0000,
1958,"mg389----日本Magic eyes．AKD4∞螺旋肉厚夾吸自慰器-禁止----1958",,3.0000,
1959,"mg394----日本MagicEyes ＊濡-淫直腸感觸無次元夾吸名器----1959",,3.0000,
196,VB0083----疯狂DJ按摩棒----196,,3.0000,
1960,"mg395----日本Magic eyes狩獵少女淫濕褻濡正反雙用名器 MONSTER----1960",,3.0000,
1961,"mg399----日本Magic eyes MONSTER G 超人氣雙層構造超擬真夾吸自慰名器----1961",,3.0000,
1962,"mg540----日本MagicEyes- i Doll 悟り少女等身大充氣娃娃----1962",,3.0000,
1963,"mg1052----日本Magic eyes‧ぐちょ濡れ名器 MONSTER 擬真夾吸自慰器(覚醒)----1963",,3.0000,
1964,"mg1059----日本Magic eyes‧【閲覧注意】未熟完璧二層構造夾吸自慰器----1964",,3.0000,
1965,"mg1064----日本Magic eyes‧Alice(i) 超萌蘿莉充氣抱枕+自慰套----1965",,3.0000,
1966,"mg1066----日本Magic eyes進化完璧二層構造夾吸自慰器----1966",,3.0000,
1967,"mg1070----日本Magic eyes‧妹おっぱい 2.5次元 美少女C罩杯發育中四層構造乳房自慰器-(妹)----1967",,3.0000,
1968,"mg1076----日本magic eyes 銀離子複合金屬名器保養乾燥粉末----1968",,3.0000,
1969,"mg1080----日本MagicEye｜箱中蘿莉 HARD 【限定版】----1969",,3.0000,
197,"DM0070----LOURDE 兰色迷你按摩棒（生活防水）----197",,3.0000,
1970,"mg1085----日本 Magic Eyes 愛音藍瑠充氣娃娃專用自慰器----1970",,3.0000,
1971,"mg1086----日本Magic Eyes Air Doll人形美體-愛音 藍瑠 真人比例3D充氣娃娃 (不含自慰器)----1971",,3.0000,
1972,"mg1087----日本MagicEyes｜抗菌少女心 自慰器 2.4KG重----1972",,3.0000,
1973,"mg1088----日本Magic eyes‧HARD Edition 未熟完璧二層構自慰器-升級版----1973",,3.0000,
1975,mg1095----日本MagicEyes．自慰器專用免洗薄荷潤滑液-370ml----1975,,3.0000,
1976,"mg1096----日本Magic Eyes． 自慰器專用免清洗玫瑰潤滑液-370ml----1976",,3.0000,
1977,"Z877C----美國FunZone 性趣啞鈴 口交+陰交 雙洞群交自慰杯男用自慰器 銀色----1977",,3.0000,
1978,ly71948----10頻振動迷你細短雙防水跳蛋(E-伊姿)----1978,,3.0000,
1979,"pxp4----日本Pxptoys 超絕品-小西悠名器の仿真 後庭插入----1979",,3.0000,
198,"DM0068----LOURDE 绿色迷你按摩棒（生活防水）----198",,3.0000,
1980,"WMX-2----美国高岛前列腺按摩器 热磁疗杀菌型 男用G点刺激按摩棒----1980",,3.0000,
1981,"or1----東方羅馬-女用女用自慰電動仿真陽具-7頻旋轉+震動 (小號)----1981",,3.0000,
1982,dna4----小魔女♂AV女優名器人間胸器-仁科百華刺激型----1982,,3.0000,
1983,"a5948----日本原裝進口．A-one 花一華人氣AV女優真木火辣代言-淫蕩之蚯蚓巢穴設計----1983",,3.0000,
1984,F168----美國FunZone欲海精靈6頻率震動可彎曲雙重刺激情趣跳蛋----1984,,3.0000,
1985,dna3----小魔女♂AV女優名器人間胸器-仁科百華柔軟型----1985,,3.0000,
1986,"IA3114----AV胸器 12頻充電式防水震動按摩棒----1986",,3.0000,
1987,"or2----東方羅馬-女用女用自慰電動仿真陽具-7頻旋轉+震動 (大號)----1987",,3.0000,
1988,"ac----美國大棒- 女用女用自慰電動仿真陽具-7頻旋轉+震動----1988",,3.0000,
1989,"S080C----幸福寶盒 美國放縱地帶Funzone 成人用品 春天記憶----1989",,3.0000,
199,"DM0069----LOURDE 粉色迷你按摩棒（生活防水）----199",,3.0000,
1990,IA1126----12變頻魔幻單震蛋----1990,,3.0000,
1991,"513077-free----[+200優惠價]日本ToysHeart 17歲 雙層材質3D倒模自慰器----1991",,3.0000,
1992,"2h2d----日本進口2H2D延時噴劑 不麻木延時外用 防早泄 無油膩感----1992",,3.0000,
1993,ex5827----日本EXE◆櫻花亂舞大和撫子名器◆AV女優真木代言自愛器～3D大彎曲內徑設計----1993,,3.0000,
1994,rio----日本EXE◆花心再現-Rio雙穴兩用自愛器◆如水蜜桃的臀部造型～前後庭雙穴款----1994,,3.0000,
1995,"rumika----日本EXE◆PRETTY BITCH-RUMIKA雙穴兩用自愛器◆厚實沈重的美陰+後庭造型～前後庭雙穴款----1995",,3.0000,
1996,dna1----日本Zero月野丽莎名器凸点刺激----1996,,3.0000,
1997,"exex039----日本 EXE＊Perfect Love 長谷川自慰器----1997",,3.0000,
1998,"BE1108009M----黑玫瑰 V領蕾絲柔緞性感睡衣（黑）----1998",,3.0000,
1999,"oh0927----阿利希卡蕾拉 淫靡名器+性感內褲+愛液80ml 本木豐唇美乳女優 阿利希 カレラ 日本 NPG 正品----1999",,3.0000,
2,098-16----[加拿大BMS]情趣用品密码箱（大号粉色）----2,,3.0000,
20,ECS000608----小情人AV按摩棒----20,,3.0000,
200,"DM0062----日本MINIMA 大號AV按摩棒（黑）----200",,3.0000,
2000,"2h2d-6----三支裝丸榮2H2D延時噴劑 100%日本進口正品----2000",,3.0000,
2001,"IA3113----浪漫櫻花 10頻震動防水按摩棒套裝（玫紅）----2001",,3.0000,
2002,"IA3103----AV魔力棒（粉紅女郎版） 粉色 超強震盪的AV棒----2002",,3.0000,
2003,"IA3107----AV界功能最强 魔力套装— 情绪尖叫 紫色 (前所未有50种震动模式)----2003",,3.0000,
2004,"IA31072----AV界功能最强 魔力套装— 情绪尖叫 粉色 (前所未有50种震动模式)----2004",,3.0000,
